"","GSM5319592_200121140049_R01C02","GSM5319603_3999356129_R02C02","GSM5319604_3999547012_R02C01","GSM5319607_3999547012_R03C02","GSM5319609_3999547016_R02C01","GSM5319613_3999547017_R02C01","GSM5319615_3999547017_R04C01","GSM5319616_3999547017_R06C01","pValues_wilcox_first50k","corrected_pValues_BH","corrected_pValues_Bonf"
"cg04143909",0.624229979466119,0.813601446000904,0.834935726093643,0.597406750077005,0.88355224465791,0.80491077228998,0.634317001167128,0.721657100642155,0.0285714285714286,0.996460956409655,1
"cg04154653",0.863103953147877,0.83845126835781,0.700280986575086,0.855663824604141,0.650748396293656,0.835719968178202,0.851071064263856,0.859928706227721,0.0285714285714286,0.996460956409655,1
"cg04158367",0.057609630266552,0.0444490386603267,0.0319523846816509,0.0630562393486082,0.0433044636908727,0.0370498614958449,0.0737653677849552,0.0535441526341612,0.0285714285714286,0.996460956409655,1
"cg04230253",0.970100570807285,0.95505389465121,0.951172378253028,0.960730816739287,0.900742370085235,0.95764672222459,0.974182866253756,0.96074834922964,0.0285714285714286,0.996460956409655,1
"cg04287574",0.201342281879195,0.362093023255814,0.727673142394921,0.0717137671765621,0.528164556962025,0.761252015833455,0.26030723750198,0.0765103514004836,0.0285714285714286,0.996460956409655,1
"cg04571522",0.953006088280061,0.914786967418546,0.936086175942549,0.945174615095757,0.865185185185185,0.94353683003726,0.957179771133259,0.956898615966668,0.0285714285714286,0.996460956409655,1
"cg04605287",0.57383737723859,0.704942217850996,0.740298507462687,0.632954606070305,0.75133464456308,0.655322640985723,0.596020139055382,0.492835351761117,0.0285714285714286,0.996460956409655,1
"cg04865726",0.411310208778563,0.486013986013986,0.547757617254365,0.437622525884728,0.579439252336449,0.523066392881588,0.373520427644139,0.419939577039275,0.0285714285714286,0.996460956409655,1
"cg04872557",0.0492091388400703,0.0971428571428571,0.0951225430720699,0.0502541589648798,0.178441369264385,0.0587661885531263,0.0473249524923257,0.0580478872678781,0.0285714285714286,0.996460956409655,1
"cg04873098",0.834877465630604,0.480716671727908,0.464187187084909,0.54106817329696,0.453516090584029,0.3532759479263,0.635608145294441,0.658074172625977,0.0285714285714286,0.996460956409655,1
"cg05047401",0.11703208944388,0.248670212765957,0.374226327944573,0.0971858482929384,0.314990512333966,0.225252854812398,0.152860759493671,0.0810011824990146,0.0285714285714286,0.996460956409655,1
"cg05152432",0.930690661478599,0.81807131280389,0.904448621553885,0.909233065605231,0.76460823373174,0.888270377733598,0.908553868710631,0.911605134312558,0.0285714285714286,0.996460956409655,1
"cg05642789",0.517737097941876,0.585904588409427,0.595632728229413,0.367931808615126,0.785960439035079,0.553254994756514,0.432334384858044,0.508013739897311,0.0285714285714286,0.996460956409655,1
"cg05695699",0.863033605812897,0.825938566552901,0.833719672384485,0.877952755905512,0.668424135910955,0.827701920851655,0.860309278350516,0.852490954634011,0.0285714285714286,0.996460956409655,1
"cg05695937",0.0620713908915069,0.201867946308469,0.278603298222159,0.0478939148301889,0.135859088049676,0.240041143538534,0.0969105969641375,0.0421227477757498,0.0285714285714286,0.996460956409655,1
"cg05797770",0.854471422108279,0.678007290400972,0.714634959439938,0.819207801457295,0.571986607142857,0.667615822687394,0.777873761806036,0.805558061896598,0.0285714285714286,0.996460956409655,1
"cg06035600",0.471863117870722,0.763620386643234,0.760857072489943,0.417520969245107,0.787803049237691,0.786668894086201,0.469781721832023,0.286525873780412,0.0285714285714286,0.996460956409655,1
"cg06203364",0.421863536316948,0.558150397010743,0.605913272010512,0.436101829817665,0.625301204819277,0.675744065550066,0.460060639029776,0.557399408956581,0.0285714285714286,0.996460956409655,1
"cg06316219",0.930214485545539,0.909206349206349,0.902733523394265,0.929001686611517,0.712921348314607,0.917805525513715,0.937662953306471,0.940419851959714,0.0285714285714286,0.996460956409655,1
"cg06535675",0.916399477496734,0.882441597588546,0.894028340080972,0.914144533662755,0.784776902887139,0.909766637856525,0.92427545006862,0.920843351211393,0.0285714285714286,0.996460956409655,1
"cg06626847",0.332598984150297,0.161782594271812,0.184699060337456,0.318870692965957,0.167551746693422,0.1847571952836,0.417241586933966,0.308295891426189,0.0285714285714286,0.996460956409655,1
"cg06723492",0.289928057553957,0.375917767988253,0.377388535031847,0.24222668004012,0.495833333333333,0.324675324675325,0.281756756756757,0.291666666666667,0.0285714285714286,0.996460956409655,1
"cg06745753",0.959956766329826,0.965893771906174,0.975896005072923,0.936837765409194,0.976205537066537,0.965125962939829,0.939768138489703,0.963134630357792,0.0285714285714286,0.996460956409655,1
"cg06764092",0.539273927392739,0.42790426152948,0.389021919322159,0.620020056522928,0.445616883116883,0.391178112786153,0.51950968466361,0.455747337495409,0.0285714285714286,0.996460956409655,1
"cg06804846",0.519462505418292,0.543584430960485,0.634599783666847,0.474099840180502,0.644577114427861,0.53667636271658,0.479364753045177,0.499518014218581,0.0285714285714286,0.996460956409655,1
"cg06818047",0.87491926803014,0.90111442473709,0.912800243235026,0.734224843646718,0.905726529022205,0.89162119223596,0.767833247555327,0.781930831344269,0.0285714285714286,0.996460956409655,1
"cg06842519",0.0313971742543171,0.0592505854800937,0.0618490282400945,0.0381815775542615,0.0890374331550802,0.0463379607467688,0.0341187687278671,0.034973789218371,0.0285714285714286,0.996460956409655,1
"cg06866616",0.480445410103205,0.355236576289208,0.392747139923731,0.410573390832135,0.304152637485971,0.350077279752705,0.423762447683648,0.475668105963356,0.0285714285714286,0.996460956409655,1
"cg07015749",0.284944812362031,0.661821219715957,0.529758976881456,0.336485410922539,0.430543933054393,0.514422730222831,0.42415301305193,0.409791182773982,0.0285714285714286,0.996460956409655,1
"cg07103618",0.76267046611032,0.727341964965727,0.733212010919017,0.757085968610916,0.640625,0.740070981916512,0.749561293557283,0.791996907017205,0.0285714285714286,0.996460956409655,1
"cg07187808",0.622283320240901,0.664504716981132,0.702570506816526,0.483263020936009,0.837831084457771,0.688036060852689,0.557472649284303,0.615095285857573,0.0285714285714286,0.996460956409655,1
"cg07313626",0.581059390048154,0.667168998923574,0.710747199689866,0.651222685710373,0.839868381763146,0.68748984565394,0.586319579063971,0.651871252326142,0.0285714285714286,0.996460956409655,1
"cg07357157",0.782596331579696,0.740304369170349,0.596785148290695,0.851642010282237,0.558532110091743,0.49548397410279,0.767589755448922,0.824383045011068,0.0285714285714286,0.996460956409655,1
"cg07367434",0.0234284982716682,0.0367218987908643,0.0330120900799467,0.0277277637738567,0.0754172015404365,0.0436601506047007,0.0246202926693945,0.0116586351624436,0.0285714285714286,0.996460956409655,1
"cg07387429",0.537560303239145,0.269185360094451,0.393822393822394,0.484818151484818,0.218400687876182,0.343712574850299,0.46010311809477,0.430566967953985,0.0285714285714286,0.996460956409655,1
"cg07391610",0.0726256983240224,0.137339055793991,0.098142345568487,0.0564010186968135,0.185617701290719,0.0734075500125555,0.0603828271239659,0.0584573337382326,0.0285714285714286,0.996460956409655,1
"cg07399417",0.104083266613291,0.130315500685871,0.13259944958719,0.0769511305616338,0.166458072590738,0.141877512414282,0.0704986981774484,0.118361836183618,0.0285714285714286,0.996460956409655,1
"cg07424440",0.893537015276146,0.826473859844271,0.807181328545781,0.851994851994852,0.804897959183673,0.840506838294449,0.897063467003473,0.884268125854993,0.0285714285714286,0.996460956409655,1
"cg07599786",0.466751349634805,0.612216956292786,0.806243230994938,0.291500231449889,0.675468222290451,0.765360922445111,0.473256229224472,0.346595242547083,0.0285714285714286,0.996460956409655,1
"cg07905537",0.863636363636364,0.83927454659162,0.85220267628928,0.9031295370221,0.69047619047619,0.850013861935126,0.870216836734694,0.865827036104114,0.0285714285714286,0.996460956409655,1
"cg07920855",0.122872738948946,0.20714664779763,0.188485371401679,0.134773785364689,0.206268798480291,0.159556180653227,0.122269645995481,0.115324977387259,0.0285714285714286,0.996460956409655,1
"cg07974025",0.811579481970543,0.71341874578557,0.732255025125628,0.810709621245102,0.695006747638327,0.787758537758538,0.790214775866679,0.831005586592179,0.0285714285714286,0.996460956409655,1
"cg08261858",0.0625940792774712,0.0760082730093071,0.0791264601320467,0.0554046713742531,0.0850593203297808,0.0794123295563664,0.0688576686641047,0.0420549768971728,0.0285714285714286,0.996460956409655,1
"cg08479688",0.037893904131601,0.0423940149625935,0.0418940475191,0.0343414270632801,0.0484888019134594,0.0385631273111463,0.037176366452755,0.0309694110485466,0.0285714285714286,0.996460956409655,1
"cg08526814",0.0346710995013061,0.0437844458052664,0.0350049877573229,0.024536160545248,0.0382848392036753,0.0384822873583888,0.0290581901320156,0.0259188265688807,0.0285714285714286,0.996460956409655,1
"cg08639948",0.699679891357067,0.73446162824628,0.755162599164295,0.642158373132029,0.734993084370678,0.735905954510606,0.654318365266154,0.70917214630703,0.0285714285714286,0.996460956409655,1
"cg08709360",0.831061806656101,0.896691330448136,0.951155374027863,0.881691795574701,0.896005794701987,0.932869977962366,0.850518635724332,0.865279197249837,0.0285714285714286,0.996460956409655,1
"cg08899471",0.873435767463963,0.846049966239028,0.851354620222545,0.908101739552291,0.790919952210275,0.864145778081957,0.866852686556486,0.874238527142277,0.0285714285714286,0.996460956409655,1
"cg08934126",0.136040897472309,0.124194456610148,0.119397295903496,0.249645992636647,0.111538461538462,0.0897031640752419,0.209206424371572,0.151416191756846,0.0285714285714286,0.996460956409655,1
"cg08944940",0.900351541373716,0.850220264317181,0.880637565658395,0.887859537674254,0.810283110966482,0.869942621744887,0.897209302325581,0.892113641929953,0.0285714285714286,0.996460956409655,1
"cg09119797",0.0545959896763947,0.0629750271444083,0.084672435105068,0.0535473947317823,0.133945449635431,0.0559793916575845,0.0470916543123746,0.0507033038927053,0.0285714285714286,0.996460956409655,1
"cg09170051",0.0290505432215399,0.0365448504983389,0.0306104289019398,0.0270057165385374,0.032400264491955,0.0294957983193277,0.0285592799943307,0.0250920613171191,0.0285714285714286,0.996460956409655,1
"cg09230763",0.734075738405829,0.843176707302639,0.922788095194272,0.643278198368828,0.952079050192136,0.897787309724329,0.678744860019891,0.812431666329216,0.0285714285714286,0.996460956409655,1
"cg09250199",0.899954212454212,0.860502838605028,0.853859250851305,0.876506619245208,0.825664290343487,0.875020341741253,0.929905277401894,0.910783200908059,0.0285714285714286,0.996460956409655,1
"cg09355040",0.928084086299096,0.780487804878049,0.884762746831712,0.894314649553795,0.707581227436823,0.878091872791519,0.905011432926829,0.886254352512021,0.0285714285714286,0.996460956409655,1
"cg09411356",0.789836942455353,0.790957134468585,0.904012894619831,0.769430152036829,0.882663605051665,0.826259669663391,0.762567210036699,0.779019558039116,0.0285714285714286,0.996460956409655,1
"cg09470268",0.537194010932425,0.497005988023952,0.452035917600798,0.529687816931275,0.469200824364552,0.479822719850711,0.514140754508464,0.514192926583976,0.0285714285714286,0.996460956409655,1
"cg09578353",0.362752661626292,0.41652397260274,0.450626048793081,0.394519275429633,0.51421188630491,0.456203371096988,0.330818391620806,0.278456679939585,0.0285714285714286,0.996460956409655,1
"cg09667775",0.943509615384615,0.965413368109766,0.964071025617313,0.944565942780543,0.951812389570059,0.950762511886733,0.925462063863237,0.929427530151415,0.0285714285714286,0.996460956409655,1
"cg09756865",0.126285479226656,0.25,0.229445506692161,0.158591975775927,0.343434343434343,0.241478086508164,0.129245131176565,0.156155329110438,0.0285714285714286,0.996460956409655,1
"cg09806683",0.928070631004934,0.894117647058824,0.899656306037059,0.914499871833779,0.909706720577293,0.906119833386735,0.918432647922786,0.91906510851419,0.0285714285714286,0.996460956409655,1
"cg09808786",0.235188509874327,0.292845257903494,0.395147313691508,0.199816260909508,0.517182130584192,0.26452784503632,0.23781512605042,0.259114583333333,0.0285714285714286,0.996460956409655,1
"cg09854088",0.168401135288552,0.280332794083661,0.212325651910249,0.212269992922859,0.295035009548059,0.224555534906771,0.208006623484147,0.193206747862925,0.0285714285714286,0.996460956409655,1
"cg10053149",0.0711912065439673,0.0849262037261069,0.0805773195876289,0.0610233650959405,0.0814099123277867,0.0714988537856229,0.0620862816708514,0.0618623481781377,0.0285714285714286,0.996460956409655,1
"cg10057528",0.940246791358767,0.846623426173216,0.903390206071349,0.944577138679015,0.804108796296296,0.699429702048417,0.920029697194676,0.963557966478893,0.0285714285714286,0.996460956409655,1
"cg10228323",0.590700870361887,0.683718861209964,0.785902433884733,0.661643134099056,0.68451519536903,0.802966432474629,0.56263868065967,0.644849386388992,0.0285714285714286,0.996460956409655,1
"cg10432422",0.402539040557241,0.489689647990002,0.558473644468584,0.370755843712677,0.524579962663348,0.512968299711816,0.399586259458871,0.405403468539487,0.0285714285714286,0.996460956409655,1
"cg10493186",0.438291438291438,0.635974304068523,0.616606020509428,0.491297574004006,0.684899621763166,0.559195547685302,0.493624400693665,0.341638244985259,0.0285714285714286,0.996460956409655,1
"cg10537450",0.371551930918686,0.306852791878173,0.21939003666935,0.364547253834735,0.288422971741112,0.277247414478918,0.340253049473445,0.378086284157807,0.0285714285714286,0.996460956409655,1
"cg10777461",0.550220750551876,0.500756429652042,0.47363328495404,0.784585741811175,0.433903576982893,0.280459770114943,0.564786795048143,0.567444219066937,0.0285714285714286,0.996460956409655,1
"cg10841756",0.74026528452547,0.864708877949414,0.916626936829559,0.751144655887824,0.899278786371549,0.896432964329643,0.729146429023947,0.828650074549834,0.0285714285714286,0.996460956409655,1
"cg10962754",0.549447612259444,0.394199966278874,0.341156223108816,0.474841204087269,0.364883401920439,0.172617601813618,0.503077786549,0.453573631193038,0.0285714285714286,0.996460956409655,1
"cg10977910",0.178493341284039,0.364665911664779,0.374219193639977,0.350504224584355,0.453437771975631,0.353246753246753,0.118288474810214,0.321475054229935,0.0285714285714286,0.996460956409655,1
"cg10987926",0.920511956887841,0.904144347335777,0.913345368698792,0.949025487256372,0.859860248447205,0.912431352970544,0.919869758576874,0.921761484296412,0.0285714285714286,0.996460956409655,1
"cg11156891",0.491840731070496,0.696750902527076,0.747993905535805,0.620850957949739,0.778984102365258,0.711246519322855,0.536556174220742,0.626415722851432,0.0285714285714286,0.996460956409655,1
"cg11333375",0.949573312645462,0.915441176470588,0.92121488924412,0.943506067563135,0.925235243798118,0.919958311620636,0.943066801619433,0.942953342953343,0.0285714285714286,0.996460956409655,1
"cg11376198",0.0879848628192999,0.0654706861475865,0.0721747402184978,0.0977470930232558,0.0603995663620877,0.0399304297412856,0.115786500988421,0.110563735094889,0.0285714285714286,0.996460956409655,1
"cg11411203",0.337568174526789,0.221523071958696,0.197006148088746,0.25281764762547,0.13531579398406,0.168911335578002,0.375398724082935,0.276166840822013,0.0285714285714286,0.996460956409655,1
"cg11581248",0.695838366092017,0.639949906073889,0.663158004222876,0.757645666962437,0.601062342745317,0.590838908903757,0.681905951840073,0.716559593441365,0.0285714285714286,0.996460956409655,1
"cg11584101",0.832927514515827,0.844379703811605,0.84359197907585,0.787123813958903,0.861012116892373,0.837399463806971,0.795114572244944,0.831467748705751,0.0285714285714286,0.996460956409655,1
"cg11681366",0.967900690465697,0.959459459459459,0.958199548103223,0.961794376475639,0.939592150827241,0.955781735934408,0.960788401160565,0.974916050071682,0.0285714285714286,0.996460956409655,1
"cg11750929",0.816399928070491,0.799843932891143,0.732784682566342,0.846563792554884,0.673661670235546,0.644875404024606,0.806995149348992,0.808283695802743,0.0285714285714286,0.996460956409655,1
"cg11763509",0.159722222222222,0.221793297069661,0.171978065644123,0.118765619906552,0.164186507936508,0.160546789791318,0.145028917653539,0.11419439764536,0.0285714285714286,0.996460956409655,1
"cg11814935",0.0929713009108094,0.112980769230769,0.114930182599356,0.0947342316276763,0.149649010848756,0.0998520710059172,0.0872827429005604,0.0810993466997071,0.0285714285714286,0.996460956409655,1
"cg11839415",0.616004672897196,0.858628237869391,0.850115759535663,0.62720149521961,0.854633047313168,0.875096724271344,0.55580721145135,0.827462149602758,0.0285714285714286,0.996460956409655,1
"cg11980800",0.477908104771144,0.535113443432628,0.486193827828912,0.401739130434783,0.527523441809156,0.500541765169425,0.327993824182187,0.387425114872332,0.0285714285714286,0.996460956409655,1
"cg12068069",0.854503464203233,0.853468208092486,0.847350334599385,0.8558609437751,0.763906447534766,0.838571428571429,0.864590340374008,0.862571678491593,0.0285714285714286,0.996460956409655,1
"cg12135344",0.56600580270793,0.73130111093967,0.870777228641905,0.562218156518154,0.776546629732225,0.634328962279424,0.464408023483366,0.5409400029691,0.0285714285714286,0.996460956409655,1
"cg12140144",0.0638257575757576,0.1432862721538,0.115183246073298,0.0799808429118774,0.155344655344655,0.0809954751131222,0.0651815420222769,0.03984248320593,0.0285714285714286,0.996460956409655,1
"cg12213201",0.055583458898376,0.10101632275947,0.0656309046791654,0.0374567806377257,0.133991537376587,0.0666076957098629,0.0484178142396718,0.0520451567573726,0.0285714285714286,0.996460956409655,1
"cg12407057",0.70326610961431,0.80484693877551,0.843704199032684,0.724617903930131,0.910542068506817,0.785434904078972,0.655801278691961,0.751229324988824,0.0285714285714286,0.996460956409655,1
"cg12462858",0.936189121933878,0.935095447870778,0.919024267571985,0.957923998936088,0.880456026058632,0.934202726733847,0.940898053257604,0.946034482758621,0.0285714285714286,0.996460956409655,1
"cg12634306",0.303685465876741,0.367648967934571,0.416369679253594,0.304503012611804,0.472400857449089,0.486442940661971,0.240339266697094,0.363187762151493,0.0285714285714286,0.996460956409655,1
"cg12796015",0.0390802974677586,0.0227664407974619,0.0210901363669045,0.028147487741196,0.02302396736359,0.0221798817724364,0.0256131315495945,0.0239037133483324,0.0285714285714286,0.996460956409655,1
"cg12798524",0.91005291005291,0.818118948824343,0.887929019194597,0.936623797937667,0.632520325203252,0.780020811654527,0.923045643997154,0.895784753363229,0.0285714285714286,0.996460956409655,1
"cg13058819",0.67928983732727,0.777232320551944,0.789801849405548,0.683473689856783,0.839032765774789,0.75379348630644,0.628496593817208,0.752208361778274,0.0285714285714286,0.996460956409655,1
"cg13060114",0.0585836114200964,0.168150864326873,0.0997998072217691,0.0521286056918421,0.14499758337361,0.0850964074312841,0.0442737094837935,0.0512437655372973,0.0285714285714286,0.996460956409655,1
"cg13103143",0.510590015128593,0.374052812858783,0.303267420958021,0.411768648213927,0.361356932153392,0.353798786561623,0.430217669654289,0.422657743785851,0.0285714285714286,0.996460956409655,1
"cg13168877",0.860300985988583,0.802479619565217,0.826862539349423,0.858472344161545,0.768191268191268,0.846686449060336,0.870411939574107,0.873478518323574,0.0285714285714286,0.996460956409655,1
"cg13169132",0.155746911269188,0.253558249868213,0.270227272727273,0.118811881188119,0.243523316062176,0.304831580551745,0.0936221419975933,0.121781773600327,0.0285714285714286,0.996460956409655,1
"cg13170051",0.265376893593721,0.478238866396761,0.371725870111231,0.289275556537669,0.457178841309824,0.357059589933484,0.315714658180558,0.302988691437803,0.0285714285714286,0.996460956409655,1
"cg13184736",0.204044594244231,0.174389216512216,0.12942629700796,0.235652571797701,0.152303120356612,0.0915677832615772,0.179593214617267,0.211731382037059,0.0285714285714286,0.996460956409655,1
"cg13303553",0.0267022696929239,0.034078417002565,0.0334605883673928,0.0227737050835236,0.0303473491773309,0.0328131252501,0.0268990599053043,0.0129138078707164,0.0285714285714286,0.996460956409655,1
"cg13306164",0.0311745776347546,0.0330151153540175,0.0354886872631216,0.0213508727548697,0.119509703779367,0.0430562468889995,0.0218595333490455,0.0285692973295539,0.0285714285714286,0.996460956409655,1
"cg13467780",0.0298122402178587,0.0391435262629642,0.044487968662563,0.0223084893446414,0.0459242250287026,0.0367457017642432,0.0321254422028875,0.0349135527049637,0.0285714285714286,0.996460956409655,1
"cg13480614",0.947730028290449,0.904408555216063,0.905736819867612,0.959193253117617,0.869469720740508,0.894080677275698,0.90608392163084,0.910247758604068,0.0285714285714286,0.996460956409655,1
"cg13554744",0.031236251649802,0.0347884261582204,0.0389237668161435,0.0303477917903526,0.0612139917695473,0.0405516213194186,0.0267734553775744,0.025420464757992,0.0285714285714286,0.996460956409655,1
"cg13863764",0.641986879100281,0.702921348314607,0.74756680233587,0.564772145417307,0.723503740648379,0.762232757849539,0.57877939164984,0.620562753967645,0.0285714285714286,0.996460956409655,1
"cg13934553",0.967537408064925,0.966837218116354,0.967069312625827,0.969547126575409,0.949796472184532,0.959586539208829,0.970920626528319,0.969477298740939,0.0285714285714286,0.996460956409655,1
"cg13986670",0.641644603644292,0.736548223350254,0.766222041264306,0.551242320447996,0.766228256257955,0.702883671100795,0.653225554595517,0.697137266578757,0.0285714285714286,0.996460956409655,1
